stationid, lon, lat, depth
1.0000 -129.0721   47.9951    2.1580
2.0000 -129.0987   47.9489    2.2020
3.0000 -129.1082   47.9241    2.2850
4.0000 -129.0600   47.9400    2.3410
5.0000 -129.0559   47.9702    2.3300
6.0000 -129.1101   47.9797    2.1600
7.0000 -129.1409   47.9366    2.3810
8.0000 -129.1254   47.9594    2.3780
